run_id,task_id,attempt,provider,requested_model,resolved,score,hermes_completed,grader_completed,artifact_verified,artifact_error,input_tokens,cache_read_tokens,cache_write_tokens,output_tokens,reasoning_tokens,total_tokens,api_calls,sandboxed_tool_invocations,wall_seconds,actual_cost_usd,actual_cost_status,provider_reported_estimated_cost_usd,api_equivalent_cost_usd
campaign-20260814-v4__DATA-01__a1__opencode-go__deepseek-v4-pro,DATA-01,1,opencode-go,deepseek-v4-pro,False,0.0,True,True,True,,25547,824448,0,34403,24859,884398,25,68,479.20321277109906,,unknown,,0.044032179
campaign-20260814-v4__DATA-02__a1__openai-codex__gpt-5.6-luna,DATA-02,1,openai-codex,gpt-5.6-luna,True,1.0,True,True,True,,44238,170496,0,7976,2656,222710,17,46,217.9324968541041,,included,,0.02182872
campaign-20260814-v4__DATA-02__a1__openai-codex__gpt-5.6-sol,DATA-02,1,openai-codex,gpt-5.6-sol,False,0.0,True,True,True,,,,,,,,3,21,136.3228713008575,,,,0.0
campaign-20260814-v4__DATA-02__a1__openai-codex__gpt-5.6-terra,DATA-02,1,openai-codex,gpt-5.6-terra,True,1.0,True,True,True,,33418,103424,0,6512,2575,143354,12,37,174.332710001152,,included,,0.1656648
campaign-20260814-v4__DATA-02__a1__openai-codex__gpt-daybreak-blue-latest,DATA-02,1,openai-codex,gpt-daybreak-blue-latest,True,1.0,True,True,True,,18032,214389,0,7766,2523,240187,18,49,198.95983303617686,,included,,0.4303345
campaign-20260814-v4__DATA-02__a1__opencode-go__deepseek-v4-flash,DATA-02,1,opencode-go,deepseek-v4-flash,True,1.0,True,True,True,,22918,1348736,0,34004,21191,1405658,36,106,371.7585835373029,,unknown,,0.0165061008
campaign-20260814-v4__DATA-02__a1__opencode-go__deepseek-v4-pro,DATA-02,1,opencode-go,deepseek-v4-pro,True,1.0,True,True,True,,20983,307968,0,24360,12736,353311,15,31,347.9430872821249,,unknown,,0.031437189
campaign-20260814-v4__DATA-03__a1__openai-codex__gpt-5.6-luna,DATA-03,1,openai-codex,gpt-5.6-luna,True,1.0,True,True,True,,32805,115200,0,5121,1650,153126,15,36,143.99892923701555,,included,,0.0150102
campaign-20260814-v4__DATA-03__a1__openai-codex__gpt-5.6-sol,DATA-03,1,openai-codex,gpt-5.6-sol,True,1.0,True,True,True,,30922,138240,0,5047,1167,174209,17,53,178.9040095154196,,included,,0.37514
campaign-20260814-v4__DATA-03__a1__openai-codex__gpt-5.6-terra,DATA-03,1,openai-codex,gpt-5.6-terra,True,1.0,True,True,True,,20031,47616,0,2149,842,69796,9,29,71.00051051098853,,included,,0.0753732
campaign-20260814-v4__DATA-03__a1__openai-codex__gpt-daybreak-blue-latest,DATA-03,1,openai-codex,gpt-daybreak-blue-latest,True,1.0,True,True,True,,15828,142046,0,6412,1404,164286,15,39,142.52730526728556,,included,,0.342523
campaign-20260814-v4__DATA-03__a1__opencode-go__deepseek-v4-flash,DATA-03,1,opencode-go,deepseek-v4-flash,True,1.0,True,True,True,,14049,294528,0,14388,5638,322965,20,42,166.17974698310718,,unknown,,0.0068201784
campaign-20260814-v4__DATA-03__a1__opencode-go__deepseek-v4-pro,DATA-03,1,opencode-go,deepseek-v4-pro,False,0.0,True,True,True,,10529,192768,0,8551,3480,211848,17,40,145.3761869771406,,unknown,,0.012718269
campaign-20260814-v4__DATA-04__a1__openai-codex__gpt-5.6-luna,DATA-04,1,openai-codex,gpt-5.6-luna,True,1.0,True,True,True,,32927,239104,0,8862,1528,280893,18,42,235.5232906891033,,included,,0.02200188
campaign-20260814-v4__DATA-04__a1__openai-codex__gpt-5.6-sol,DATA-04,1,openai-codex,gpt-5.6-sol,True,1.0,True,True,True,,48629,211968,0,8404,2732,269001,19,64,271.91427904134616,,included,,0.601249
campaign-20260814-v4__DATA-04__a1__openai-codex__gpt-5.6-terra,DATA-04,1,openai-codex,gpt-5.6-terra,True,1.0,True,True,True,,36987,299008,0,9302,2481,345297,22,64,254.17301435302943,,included,,0.2453996
campaign-20260814-v4__DATA-04__a1__openai-codex__gpt-daybreak-blue-latest,DATA-04,1,openai-codex,gpt-daybreak-blue-latest,True,1.0,True,True,True,,17837,221069,0,7334,2124,246240,18,57,158.9068985749036,,included,,0.4197395
campaign-20260814-v4__DATA-04__a1__opencode-go__deepseek-v4-flash,DATA-04,1,opencode-go,deepseek-v4-flash,True,1.0,True,True,True,,23636,442880,0,27667,12362,494183,20,84,242.48475457308814,,unknown,,0.012295864
campaign-20260814-v4__DATA-04__a1__opencode-go__deepseek-v4-pro,DATA-04,1,opencode-go,deepseek-v4-pro,True,1.0,True,True,True,,21062,268416,0,18256,10189,307734,15,41,225.27865672996268,,unknown,,0.026017698
campaign-20260814-v4__DATA-04__a2__openai-codex__gpt-5.6-luna,DATA-04,2,openai-codex,gpt-5.6-luna,True,1.0,True,True,True,,31762,231424,0,7181,1458,270367,20,50,241.1184265720658,,included,,0.01959808
campaign-20260814-v4__DATA-04__a2__openai-codex__gpt-5.6-sol,DATA-04,2,openai-codex,gpt-5.6-sol,True,1.0,True,True,True,,35685,297984,0,12603,3742,346272,20,74,407.5462155556306,,included,,0.705507
campaign-20260814-v4__DATA-04__a2__openai-codex__gpt-5.6-terra,DATA-04,2,openai-codex,gpt-5.6-terra,True,1.0,True,True,True,,27626,161792,0,8790,2525,198208,14,51,217.36411323212087,,included,,0.1930904
campaign-20260814-v4__DATA-04__a2__openai-codex__gpt-daybreak-blue-latest,DATA-04,2,openai-codex,gpt-daybreak-blue-latest,True,1.0,True,True,True,,22318,355311,0,11749,3151,389378,24,69,259.36120377574116,,included,,0.6417155
campaign-20260814-v4__DATA-04__a2__opencode-go__deepseek-v4-flash,DATA-04,2,opencode-go,deepseek-v4-flash,True,1.0,True,True,True,,17626,358400,0,22794,12667,398820,17,46,322.15296229114756,,unknown,,0.00985348
campaign-20260814-v4__DATA-04__a2__opencode-go__deepseek-v4-pro,DATA-04,2,opencode-go,deepseek-v4-pro,True,1.0,True,True,True,,18752,505984,0,24638,10015,549374,24,66,331.0916597880423,,unknown,,0.031426372
campaign-20260814-v4__DATA-04__a3__openai-codex__gpt-5.6-luna,DATA-04,3,openai-codex,gpt-5.6-luna,True,1.0,True,True,True,,38427,122880,0,5765,1241,167072,14,42,170.55154416477308,,included,,0.017061
campaign-20260814-v4__DATA-04__a3__openai-codex__gpt-5.6-sol,DATA-04,3,openai-codex,gpt-5.6-sol,True,1.0,True,True,True,,54050,216576,0,9799,3390,280425,19,60,336.71053606970236,,included,,0.672508
campaign-20260814-v4__DATA-04__a3__openai-codex__gpt-5.6-terra,DATA-04,3,openai-codex,gpt-5.6-terra,True,1.0,True,True,True,,46168,181760,0,8780,2343,236708,15,51,240.6614153077826,,included,,0.234048
campaign-20260814-v4__DATA-04__a3__openai-codex__gpt-daybreak-blue-latest,DATA-04,3,openai-codex,gpt-daybreak-blue-latest,True,1.0,True,True,True,,22634,238671,0,11282,2617,272587,17,68,233.29143789084628,,included,,0.5709655
campaign-20260814-v4__DATA-04__a3__opencode-go__deepseek-v4-flash,DATA-04,3,opencode-go,deepseek-v4-flash,False,0.0,True,True,True,,,,,,,,1,0,8.601533825974911,,,,0.0
campaign-20260814-v4__DATA-04__a3__opencode-go__deepseek-v4-pro,DATA-04,3,opencode-go,deepseek-v4-pro,True,1.0,True,True,True,,22437,522240,0,28622,15735,573299,22,75,363.46661877818406,,unknown,,0.036554355
campaign-20260814-v4__DATA-05__a1__openai-codex__gpt-5.6-luna,DATA-05,1,openai-codex,gpt-5.6-luna,True,1.0,True,True,True,,51788,366592,0,10739,2845,429119,24,75,311.7226316272281,,included,,0.03057624
campaign-20260814-v4__DATA-05__a1__openai-codex__gpt-5.6-sol,DATA-05,1,openai-codex,gpt-5.6-sol,True,1.0,True,True,True,,43423,393216,0,11878,3527,448517,23,79,354.5616845949553,,included,,0.770063
campaign-20260814-v4__DATA-05__a1__openai-codex__gpt-5.6-terra,DATA-05,1,openai-codex,gpt-5.6-terra,True,1.0,True,True,True,,26770,178688,0,8474,2285,213932,15,38,216.39972198102623,,included,,0.1909656
campaign-20260814-v4__DATA-05__a1__openai-codex__gpt-daybreak-blue-latest,DATA-05,1,openai-codex,gpt-daybreak-blue-latest,True,1.0,True,True,True,,24235,276627,0,11092,3163,311954,18,71,288.47506690304726,,included,,0.5922485
campaign-20260814-v4__DATA-05__a1__opencode-go__deepseek-v4-flash,DATA-05,1,opencode-go,deepseek-v4-flash,False,0.0,True,True,True,,,,,,,,1,0,8.310417769942433,,,,0.0
campaign-20260814-v4__DATA-05__a1__opencode-go__deepseek-v4-pro,DATA-05,1,opencode-go,deepseek-v4-pro,True,1.0,True,True,True,,33693,1498240,0,46480,29233,1578413,36,106,765.7048288900405,,unknown,,0.060525175
campaign-20260814-v4__DEVOPS-01__a1__openai-codex__gpt-5.6-luna,DEVOPS-01,1,openai-codex,gpt-5.6-luna,True,6,True,True,True,,21617,123904,0,6631,1571,152152,13,33,171.20388057082891,,included,,0.01475868
campaign-20260814-v4__DEVOPS-01__a1__openai-codex__gpt-5.6-sol,DEVOPS-01,1,openai-codex,gpt-5.6-sol,True,6,True,True,True,,23084,136704,0,6993,2076,166781,14,41,267.0378564489074,,included,,0.393562
campaign-20260814-v4__DEVOPS-01__a1__openai-codex__gpt-5.6-terra,DEVOPS-01,1,openai-codex,gpt-5.6-terra,True,6,True,True,True,,31387,94208,0,5622,1414,131217,12,32,150.314585770946,,included,,0.1490796
campaign-20260814-v4__DEVOPS-01__a1__openai-codex__gpt-daybreak-blue-latest,DEVOPS-01,1,openai-codex,gpt-daybreak-blue-latest,True,6,True,True,True,,16253,146304,0,6639,1636,169196,14,49,153.54100746801123,,included,,0.353587
campaign-20260814-v4__DEVOPS-01__a1__opencode-go__deepseek-v4-flash,DEVOPS-01,1,opencode-go,deepseek-v4-flash,True,6,True,True,True,,28073,406144,0,26902,15481,461119,24,79,289.6124088158831,,unknown,,0.0125999832
campaign-20260814-v4__DEVOPS-01__a1__opencode-go__deepseek-v4-pro,DEVOPS-01,1,opencode-go,deepseek-v4-pro,True,6,True,True,True,,15522,168320,0,10843,5097,194685,13,28,163.33641209406778,,unknown,,0.01679564
campaign-20260814-v4__DEVOPS-02__a1__openai-codex__gpt-5.6-luna,DEVOPS-02,1,openai-codex,gpt-5.6-luna,False,6,True,True,True,,36435,286720,0,12043,2865,335198,19,76,360.950255098287,,included,,0.027473
campaign-20260814-v4__DEVOPS-02__a1__openai-codex__gpt-5.6-sol,DEVOPS-02,1,openai-codex,gpt-5.6-sol,False,6,True,True,True,,55430,275456,0,11543,3761,342429,18,78,413.9876870322041,,included,,0.761168
campaign-20260814-v4__DEVOPS-02__a1__openai-codex__gpt-5.6-terra,DEVOPS-02,1,openai-codex,gpt-5.6-terra,False,6,True,True,True,,26872,142336,0,7615,2814,176823,12,60,198.62666718102992,,included,,0.1735912
campaign-20260814-v4__DEVOPS-02__a1__openai-codex__gpt-daybreak-blue-latest,DEVOPS-02,1,openai-codex,gpt-daybreak-blue-latest,False,6,True,True,True,,18086,167519,0,7245,2702,192850,13,53,170.78120939666405,,included,,0.3915395
campaign-20260814-v4__DEVOPS-02__a1__opencode-go__deepseek-v4-flash,DEVOPS-02,1,opencode-go,deepseek-v4-flash,False,6,True,True,True,,28403,724608,0,33798,17551,786809,24,63,366.51943585881963,,unknown,,0.0154687624
campaign-20260814-v4__DEVOPS-02__a1__opencode-go__deepseek-v4-pro,DEVOPS-02,1,opencode-go,deepseek-v4-pro,False,6,True,True,True,,23362,978304,0,39316,25761,1040982,26,68,884.1319586029276,,unknown,,0.047913742
campaign-20260814-v4__DEVOPS-03__a1__openai-codex__gpt-5.6-luna,DEVOPS-03,1,openai-codex,gpt-5.6-luna,True,6,True,True,True,,28883,195584,0,8681,1792,233148,17,69,240.85602349415421,,included,,0.02010548
campaign-20260814-v4__DEVOPS-03__a1__openai-codex__gpt-5.6-sol,DEVOPS-03,1,openai-codex,gpt-5.6-sol,True,6,True,True,True,,39411,148992,0,7941,1744,196344,15,44,231.35101753892377,,included,,0.509781
campaign-20260814-v4__DEVOPS-03__a1__openai-codex__gpt-5.6-terra,DEVOPS-03,1,openai-codex,gpt-5.6-terra,True,6,True,True,True,,26358,181760,0,6091,2112,214209,15,61,187.251666971948,,included,,0.16216
campaign-20260814-v4__DEVOPS-03__a1__openai-codex__gpt-daybreak-blue-latest,DEVOPS-03,1,openai-codex,gpt-daybreak-blue-latest,True,6,True,True,True,,19225,212964,0,8273,2299,240462,17,48,184.12973767891526,,included,,0.450797
campaign-20260814-v4__DEVOPS-03__a1__opencode-go__deepseek-v4-flash,DEVOPS-03,1,opencode-go,deepseek-v4-flash,True,6,True,True,True,,18879,413056,0,27140,15370,459075,20,52,309.565572258085,,unknown,,0.0113988168
campaign-20260814-v4__DEVOPS-03__a1__opencode-go__deepseek-v4-pro,DEVOPS-03,1,opencode-go,deepseek-v4-pro,True,6,True,True,True,,15619,633472,0,29346,16484,678437,23,147,416.45821514492854,,unknown,,0.034621621
campaign-20260814-v4__DEVOPS-03__a2__openai-codex__gpt-5.6-luna,DEVOPS-03,2,openai-codex,gpt-5.6-luna,True,6,True,True,True,,23938,126976,0,6969,1837,157883,13,46,181.97812323784456,,included,,0.01568992
campaign-20260814-v4__DEVOPS-03__a2__openai-codex__gpt-5.6-sol,DEVOPS-03,2,openai-codex,gpt-5.6-sol,True,6,True,True,True,,43913,305664,0,11954,2820,361531,21,66,335.05206113588065,,included,,0.731017
campaign-20260814-v4__DEVOPS-03__a2__openai-codex__gpt-5.6-terra,DEVOPS-03,2,openai-codex,gpt-5.6-terra,True,6,True,True,True,,19723,112640,0,5910,1786,138273,12,38,163.51249089324847,,included,,0.132894
campaign-20260814-v4__DEVOPS-03__a2__openai-codex__gpt-daybreak-blue-latest,DEVOPS-03,2,openai-codex,gpt-daybreak-blue-latest,True,6,True,True,True,,19276,247651,0,8933,3023,275860,19,45,217.18351632542908,,included,,0.4881955
campaign-20260814-v4__DEVOPS-03__a2__opencode-go__deepseek-v4-flash,DEVOPS-03,2,opencode-go,deepseek-v4-flash,True,6,True,True,True,,22942,612992,0,34481,20959,670415,21,59,346.6828059721738,,unknown,,0.0145829376
campaign-20260814-v4__DEVOPS-03__a2__opencode-go__deepseek-v4-pro,DEVOPS-03,2,opencode-go,deepseek-v4-pro,True,6,True,True,True,,24888,476800,0,19813,11697,521501,22,61,292.17686581471935,,unknown,,0.02979199
campaign-20260814-v4__DEVOPS-03__a3__openai-codex__gpt-5.6-luna,DEVOPS-03,3,openai-codex,gpt-5.6-luna,True,6,True,True,True,,42387,162304,0,8009,2739,212700,15,47,202.29858001926914,,included,,0.02133428
campaign-20260814-v4__DEVOPS-03__a3__openai-codex__gpt-5.6-sol,DEVOPS-03,3,openai-codex,gpt-5.6-sol,True,6,True,True,True,,47377,228352,0,10395,2340,286124,18,61,301.91300068516284,,included,,0.662911
campaign-20260814-v4__DEVOPS-03__a3__openai-codex__gpt-5.6-terra,DEVOPS-03,3,openai-codex,gpt-5.6-terra,True,6,True,True,True,,21521,122880,0,5012,1301,149413,12,56,144.83732497692108,,included,,0.127762
campaign-20260814-v4__DEVOPS-03__a3__openai-codex__gpt-daybreak-blue-latest,DEVOPS-03,3,openai-codex,gpt-daybreak-blue-latest,True,6,True,True,True,,17938,191056,0,7826,2664,216820,16,52,175.74663528474048,,included,,0.419998
campaign-20260814-v4__DEVOPS-03__a3__opencode-go__deepseek-v4-flash,DEVOPS-03,3,opencode-go,deepseek-v4-flash,True,6,True,True,True,,15258,450560,0,24722,14447,490540,18,41,264.39958947198465,,unknown,,0.010319848
campaign-20260814-v4__DEVOPS-03__a3__opencode-go__deepseek-v4-pro,DEVOPS-03,3,opencode-go,deepseek-v4-pro,True,6,True,True,True,,20766,516096,0,25300,14545,562162,23,50,429.40416806703433,,unknown,,0.032915058
campaign-20260814-v4__DEVOPS-04__a1__openai-codex__gpt-5.6-luna,DEVOPS-04,1,openai-codex,gpt-5.6-luna,True,6,True,True,True,,30293,229888,0,8669,2200,268850,18,66,244.3501787832938,,included,,0.02105916
campaign-20260814-v4__DEVOPS-04__a1__openai-codex__gpt-5.6-sol,DEVOPS-04,1,openai-codex,gpt-5.6-sol,True,6,True,True,True,,34199,304128,0,10651,2845,348978,18,68,401.1753214970231,,included,,0.642589
campaign-20260814-v4__DEVOPS-04__a1__openai-codex__gpt-5.6-terra,DEVOPS-04,1,openai-codex,gpt-5.6-terra,True,6,True,True,True,,37598,363008,0,10777,4175,411383,23,90,316.6521994676441,,included,,0.2771216
campaign-20260814-v4__DEVOPS-04__a1__openai-codex__gpt-daybreak-blue-latest,DEVOPS-04,1,openai-codex,gpt-daybreak-blue-latest,True,6,True,True,True,,20184,170381,0,8265,2122,198830,13,59,173.9983389978297,,included,,0.4340605
campaign-20260814-v4__DEVOPS-04__a1__opencode-go__deepseek-v4-flash,DEVOPS-04,1,opencode-go,deepseek-v4-flash,True,6,True,True,True,,35159,896384,0,41877,24599,973420,25,68,529.632590347901,,unknown,,0.0191576952
campaign-20260814-v4__DEVOPS-04__a1__opencode-go__deepseek-v4-pro,DEVOPS-04,1,opencode-go,deepseek-v4-pro,False,0,True,True,True,,,,,,,,1,0,6.996705960016698,,,,0.0
campaign-20260814-v4__FEAT-01__a1__openai-codex__gpt-5.6-luna,FEAT-01,1,openai-codex,gpt-5.6-luna,True,1.0,True,True,True,,30194,232960,0,8427,2959,271581,20,56,230.28290132200345,,included,,0.0208104
campaign-20260814-v4__FEAT-01__a1__openai-codex__gpt-5.6-sol,FEAT-01,1,openai-codex,gpt-5.6-sol,True,1.0,True,True,True,,48515,158720,0,6412,1874,213647,18,50,245.78203134518117,,included,,0.514295
campaign-20260814-v4__FEAT-01__a1__openai-codex__gpt-5.6-terra,FEAT-01,1,openai-codex,gpt-5.6-terra,False,0.5,True,True,True,,20263,113664,0,4774,1678,138701,12,45,137.54988851817325,,included,,0.1205468
campaign-20260814-v4__FEAT-01__a1__openai-codex__gpt-daybreak-blue-latest,FEAT-01,1,openai-codex,gpt-daybreak-blue-latest,True,1.0,True,True,True,,18710,185273,0,7922,2688,211905,16,61,180.24059518100694,,included,,0.4238465
campaign-20260814-v4__FEAT-01__a1__opencode-go__deepseek-v4-flash,FEAT-01,1,opencode-go,deepseek-v4-flash,True,1.0,True,True,True,,19094,296832,0,23588,13839,339514,14,34,245.54656178876758,,unknown,,0.0101089296
campaign-20260814-v4__FEAT-01__a1__opencode-go__deepseek-v4-pro,FEAT-01,1,opencode-go,deepseek-v4-pro,False,0.5,True,True,True,,18728,261120,0,15129,9437,294977,18,41,264.79146765498444,,unknown,,0.02225547
campaign-20260814-v4__FEAT-02__a1__openai-codex__gpt-5.6-luna,FEAT-02,1,openai-codex,gpt-5.6-luna,True,1.0,True,True,True,,23939,118784,0,6404,2437,149127,13,51,178.7200358309783,,included,,0.01484828
campaign-20260814-v4__FEAT-02__a1__openai-codex__gpt-5.6-sol,FEAT-02,1,openai-codex,gpt-5.6-sol,True,1.0,True,True,True,,38172,158208,0,8523,3118,204903,15,52,248.1390166883357,,included,,0.525654
campaign-20260814-v4__FEAT-02__a1__openai-codex__gpt-5.6-terra,FEAT-02,1,openai-codex,gpt-5.6-terra,True,1.0,True,True,True,,23542,113664,0,5706,2796,142912,12,37,150.86870125308633,,included,,0.1382888
campaign-20260814-v4__FEAT-02__a1__openai-codex__gpt-daybreak-blue-latest,FEAT-02,1,openai-codex,gpt-daybreak-blue-latest,True,1.0,True,True,True,,17156,150816,0,7165,2244,175137,14,45,172.08701743930578,,included,,0.376138
campaign-20260814-v4__FEAT-02__a1__opencode-go__deepseek-v4-flash,FEAT-02,1,opencode-go,deepseek-v4-flash,True,1.0,True,True,True,,17653,794112,0,26618,15847,838383,30,79,328.70631034392864,,unknown,,0.0121479736
campaign-20260814-v4__FEAT-02__a1__opencode-go__deepseek-v4-pro,FEAT-02,1,opencode-go,deepseek-v4-pro,True,1.0,True,True,True,,21043,391424,0,19297,11845,431764,25,50,847.115320335608,,unknown,,0.027361007
campaign-20260814-v4__FEAT-02__a2__openai-codex__gpt-5.6-luna,FEAT-02,2,openai-codex,gpt-5.6-luna,True,1.0,True,True,True,,30206,222208,0,8896,3259,261310,19,57,263.01222820580006,,included,,0.02116056
campaign-20260814-v4__FEAT-02__a2__openai-codex__gpt-5.6-sol,FEAT-02,2,openai-codex,gpt-5.6-sol,True,1.0,True,True,True,,42369,140288,0,7983,2930,190640,14,42,256.1298914491199,,included,,0.521479
campaign-20260814-v4__FEAT-02__a2__openai-codex__gpt-5.6-terra,FEAT-02,2,openai-codex,gpt-5.6-terra,True,1.0,True,True,True,,26175,144384,0,6163,2553,176722,14,48,170.6380714699626,,included,,0.1551828
campaign-20260814-v4__FEAT-02__a2__openai-codex__gpt-daybreak-blue-latest,FEAT-02,2,openai-codex,gpt-daybreak-blue-latest,True,1.0,True,True,True,,19145,162962,0,9224,4039,191331,14,50,206.69435288803652,,included,,0.453926
campaign-20260814-v4__FEAT-02__a2__opencode-go__deepseek-v4-flash,FEAT-02,2,opencode-go,deepseek-v4-flash,True,1.0,True,True,True,,15188,401408,0,23501,12982,440097,19,37,280.03586125187576,,unknown,,0.0098305424
campaign-20260814-v4__FEAT-02__a2__opencode-go__deepseek-v4-pro,FEAT-02,2,opencode-go,deepseek-v4-pro,False,0.0,True,True,True,,,,,,,,1,0,9.656402622815222,,,,0.0
campaign-20260814-v4__FEAT-02__a3__openai-codex__gpt-5.6-luna,FEAT-02,3,openai-codex,gpt-5.6-luna,True,1.0,True,True,True,,30487,138240,0,7663,2615,176390,14,41,196.20657563302666,,included,,0.0180578
campaign-20260814-v4__FEAT-02__a3__openai-codex__gpt-5.6-sol,FEAT-02,3,openai-codex,gpt-5.6-sol,True,1.0,True,True,True,,45966,169472,0,7261,2573,222699,16,50,209.87895894795656,,included,,0.532396
campaign-20260814-v4__FEAT-02__a3__openai-codex__gpt-5.6-terra,FEAT-02,3,openai-codex,gpt-5.6-terra,True,1.0,True,True,True,,32403,92672,0,4117,2273,129192,13,31,141.26524345204234,,included,,0.1327444
campaign-20260814-v4__FEAT-02__a3__openai-codex__gpt-daybreak-blue-latest,FEAT-02,3,openai-codex,gpt-daybreak-blue-latest,True,1.0,True,True,True,,17200,167005,0,7027,2705,191232,15,43,158.74435366597027,,included,,0.3803125
campaign-20260814-v4__FEAT-02__a3__opencode-go__deepseek-v4-flash,FEAT-02,3,opencode-go,deepseek-v4-flash,False,0.0,True,True,True,,,,,,,,1,0,8.360735614784062,,,,0.0
campaign-20260814-v4__FEAT-02__a3__opencode-go__deepseek-v4-pro,FEAT-02,3,opencode-go,deepseek-v4-pro,True,1.0,True,True,True,,18872,405760,0,26321,16718,450953,20,35,366.89181307470426,,unknown,,0.03257947
campaign-20260814-v4__FEAT-03__a1__openai-codex__gpt-5.6-luna,FEAT-03,1,openai-codex,gpt-5.6-luna,True,1.0,True,True,True,,23626,127488,0,6558,1797,157672,14,43,181.204565808177,,included,,0.01514456
campaign-20260814-v4__FEAT-03__a1__openai-codex__gpt-5.6-sol,FEAT-03,1,openai-codex,gpt-5.6-sol,True,1.0,True,True,True,,43079,100352,0,6860,1881,150291,13,46,236.24651207309216,,included,,0.471371
campaign-20260814-v4__FEAT-03__a1__openai-codex__gpt-5.6-terra,FEAT-03,1,openai-codex,gpt-5.6-terra,True,1.0,True,True,True,,31192,90112,0,4815,1858,126119,12,38,137.76575959986076,,included,,0.1381864
campaign-20260814-v4__FEAT-03__a1__openai-codex__gpt-daybreak-blue-latest,FEAT-03,1,openai-codex,gpt-daybreak-blue-latest,True,1.0,True,True,True,,17525,168534,0,6259,1635,192318,15,49,163.26101546594873,,included,,0.359662
campaign-20260814-v4__FEAT-03__a1__opencode-go__deepseek-v4-flash,FEAT-03,1,opencode-go,deepseek-v4-flash,False,0.0,True,True,True,,,,,,,,1,0,7.539546504151076,,,,0.0
campaign-20260814-v4__FEAT-03__a1__opencode-go__deepseek-v4-pro,FEAT-03,1,opencode-go,deepseek-v4-pro,True,1.0,True,True,True,,17933,278784,0,20524,14205,317241,15,32,268.58263660781085,,unknown,,0.026667327
campaign-20260814-v4__FEAT-04__a1__openai-codex__gpt-5.6-luna,FEAT-04,1,openai-codex,gpt-5.6-luna,True,1.0,True,True,True,,27504,160256,0,6827,2909,194587,16,59,187.1158557566814,,included,,0.01689832
campaign-20260814-v4__FEAT-04__a1__openai-codex__gpt-5.6-sol,FEAT-04,1,openai-codex,gpt-5.6-sol,True,1.0,True,True,True,,38999,173056,0,6791,2480,218846,18,57,234.9215929871425,,included,,0.485253
campaign-20260814-v4__FEAT-04__a1__openai-codex__gpt-5.6-terra,FEAT-04,1,openai-codex,gpt-5.6-terra,True,1.0,True,True,True,,21874,89088,0,3390,1226,114352,12,38,114.46242119697854,,included,,0.1022456
campaign-20260814-v4__FEAT-04__a1__openai-codex__gpt-daybreak-blue-latest,FEAT-04,1,openai-codex,gpt-daybreak-blue-latest,True,1.0,True,True,True,,15294,137465,0,5564,1828,158323,14,50,150.9644002900459,,included,,0.3121225
campaign-20260814-v4__FEAT-04__a1__opencode-go__deepseek-v4-flash,FEAT-04,1,opencode-go,deepseek-v4-flash,False,0.5,True,True,True,,11842,386688,0,23729,13485,422259,19,39,256.433667791076,,unknown,,0.0093847264
campaign-20260814-v4__FEAT-04__a1__opencode-go__deepseek-v4-pro,FEAT-04,1,opencode-go,deepseek-v4-pro,False,0.5,True,True,True,,17435,290048,0,19659,11104,327142,18,37,282.3190025850199,,unknown,,0.025738979
campaign-20260814-v4__FULL-01__a1__openai-codex__gpt-5.6-luna,FULL-01,1,openai-codex,gpt-5.6-luna,True,1.0,True,True,True,,42457,431104,0,11016,2686,484577,25,80,295.4087474211119,,included,,0.03033268
campaign-20260814-v4__FULL-01__a1__openai-codex__gpt-5.6-sol,FULL-01,1,openai-codex,gpt-5.6-sol,True,1.0,True,True,True,,32162,267264,0,12046,3878,311472,18,81,324.21109652798623,,included,,0.655822
campaign-20260814-v4__FULL-01__a1__openai-codex__gpt-5.6-terra,FULL-01,1,openai-codex,gpt-5.6-terra,True,1.0,True,True,True,,35266,290816,0,9797,3471,335879,18,81,259.6113542309031,,included,,0.2462592
campaign-20260814-v4__FULL-01__a1__openai-codex__gpt-daybreak-blue-latest,FULL-01,1,openai-codex,gpt-daybreak-blue-latest,True,1.0,True,True,True,,22365,244845,0,9157,3382,276367,17,60,200.82424655975774,,included,,0.5089575
campaign-20260814-v4__FULL-01__a1__opencode-go__deepseek-v4-flash,FULL-01,1,opencode-go,deepseek-v4-flash,False,0.0,True,True,True,,,,,,,,1,0,7.637791080866009,,,,0.0
campaign-20260814-v4__FULL-01__a1__opencode-go__deepseek-v4-pro,FULL-01,1,opencode-go,deepseek-v4-pro,False,0.0,True,True,True,,31105,791168,0,28747,13863,851020,27,97,435.6493293386884,,unknown,,0.041408549
campaign-20260814-v4__FULL-02__a1__openai-codex__gpt-5.6-luna,FULL-02,1,openai-codex,gpt-5.6-luna,True,1.0,True,True,True,,35764,332288,0,10574,3099,378626,22,77,276.9930735579692,,included,,0.02648736
campaign-20260814-v4__FULL-02__a1__openai-codex__gpt-5.6-sol,FULL-02,1,openai-codex,gpt-5.6-sol,True,1.0,True,True,True,,57444,306176,0,12225,4127,375845,22,78,343.76406066305935,,included,,0.807058
campaign-20260814-v4__FULL-02__a1__openai-codex__gpt-5.6-terra,FULL-02,1,openai-codex,gpt-5.6-terra,True,1.0,True,True,True,,50138,210944,0,9287,2968,270369,17,66,239.74708706513047,,included,,0.2539088
